,Longitude,Latitude,datetime,Bounds,UHI Index
45,-73.909385,40.8104,2021-07-24 15:54:00,"(-73.9410328890774, 40.69594266098959, -73.87767632955422, 40.92441964137409)",1.019590535
46,-73.909345,40.81038,2021-07-24 15:54:00,"(-73.940992889276, 40.69592293843262, -73.87763632951419, 40.92439936613674)",1.019590535
47,-73.90925333,40.81033333,2021-07-24 15:54:00,"(-73.94090121973116, 40.695876904257425, -73.87754465942245, 40.92435206536677)",1.01742682
48,-73.90922333,40.81030667,2021-07-24 15:54:00,"(-73.94087121988014, 40.69585045233638, -73.87751465939245, 40.92432519894206)",1.019590535
49,-73.90917333,40.81029333,2021-07-24 15:55:00,"(-73.94082122012838, 40.69583745913287, -73.87746465934241, 40.92431151490258)",1.019590535
50,-73.90911833,40.81028,2021-07-24 15:55:00,"(-73.94076622040147, 40.69582451060649, -73.87740965928737, 40.92429780646165)",1.019590535
51,-73.909055,40.81026167,2021-07-24 15:55:00,"(-73.94070289071591, 40.69580661985275, -73.87734632922398, 40.9242790407074)",1.019590535
52,-73.90897833,40.81023833,2021-07-24 15:55:00,"(-73.94062622109661, 40.695783811618284, -73.87726965914726, 40.924255173169314)",1.019590535
53,-73.908895,40.81021833,2021-07-24 15:55:00,"(-73.94054289151035, 40.69576438957022, -73.87718632906387, 40.92423459981202)",1.019590535
54,-73.90871333,40.81017333,2021-07-24 15:55:00,"(-73.94036122241238, 40.69572064955789, -73.87700465888204, 40.924188349840996)",1.02175425
55,-73.90862167,40.810155,2021-07-24 15:55:00,"(-73.9402695628675, 40.695702955262604, -73.8769129987903, 40.92416938918997)",1.02175425
56,-73.90853667,40.81013833,2021-07-24 15:55:00,"(-73.94018456328953, 40.695686874770544, -73.87682799870521, 40.92415213436843)",1.02175425
57,-73.90847,40.81012667,2021-07-24 15:55:00,"(-73.94011789362055, 40.69567567714841, -73.87676132863848, 40.92414001566632)",1.023917965
58,-73.90843167,40.810125,2021-07-24 15:55:00,"(-73.94007956381087, 40.6956742729775, -73.87672299860012, 40.92413808195047)",1.023917965
59,-73.90818333,40.81009667,2021-07-24 15:55:00,"(-73.93983122504392, 40.69564766525255, -73.87647465835151, 40.92410804336676)",1.015263105
60,-73.9081,40.81007833,2021-07-24 15:55:00,"(-73.93974789545767, 40.695629903146454, -73.8763913282681, 40.924089130066804)",1.015263105
61,-73.90800833,40.81006,2021-07-24 15:55:00,"(-73.93965622591283, 40.695612208871275, -73.87629965817632, 40.92407016939564)",1.01309939
62,-73.90791833,40.81004,2021-07-24 15:55:00,"(-73.93956622635969, 40.69559283300761, -73.8762096580862, 40.92404955022082)",1.01309939
63,-73.90782333,40.810025,2021-07-24 15:55:00,"(-73.93947122683136, 40.69557849181047, -73.87611465799108, 40.92403389665501)",1.01309939
64,-73.907525,40.80997833,2021-07-24 15:55:00,"(-73.93917289831262, 40.69553389060813, -73.87581632769238, 40.92398517430274)",1.010935675
65,-73.90740667,40.809905,2021-07-24 15:55:00,"(-73.93905456890013, 40.69546138115715, -73.87569799757387, 40.92391103027641)",1.03269303
66,-73.90739667,40.80987,2021-07-24 15:55:00,"(-73.93904456894978, 40.69542645050072, -73.87568799756386, 40.92387596148407)",1.030529316
67,-73.90739833,40.80982833,2021-07-24 15:55:00,"(-73.93904622894155, 40.6953847689897, -73.87568965756552, 40.923834302903586)",1.030529316
68,-73.90741167,40.80977667,2021-07-24 15:55:00,"(-73.93905956887531, 40.695333016485336, -73.87570299757888, 40.923782734672606)",1.026201886
69,-73.907465,40.80964333,2021-07-24 15:55:00,"(-73.93911289861052, 40.69519930667441, -73.87575632763227, 40.92364976154385)",1.026201886
70,-73.90749167,40.80957167,2021-07-24 15:55:00,"(-73.9391395684781, 40.69512746173335, -73.87578299765899, 40.92357828501479)",1.026201886
71,-73.90751833,40.80950167,2021-07-24 15:55:00,"(-73.93916622834573, 40.69505727686101, -73.87580965768569, 40.92350846841756)",1.028365601
72,-73.90753833,40.80944167,2021-07-24 15:55:00,"(-73.93918622824643, 40.69499713817166, -73.87582965770571, 40.923448606004435)",1.028365601
73,-73.90755,40.80939833,2021-07-24 15:55:00,"(-73.93919789818848, 40.694953717246264, -73.87584132771741, 40.92340534628653)",1.028365601
74,-73.90761333,40.80920333,2021-07-24 15:55:00,"(-73.93926122787406, 40.69475827808351, -73.87590465778082, 40.923210781958296)",1.04134789
75,-73.90763833,40.80913833,2021-07-24 15:55:00,"(-73.93928622774992, 40.694693104719704, -73.87592965780584, 40.92314595394401)",1.04134789
76,-73.90766,40.80906667,2021-07-24 15:55:00,"(-73.93930789764232, 40.694621294447494, -73.87595132782755, 40.92307444302163)",1.03702046
77,-73.90768,40.80899,2021-07-24 15:55:00,"(-73.93932789754302, 40.69454448575568, -73.87597132784757, 40.92299791061097)",1.03702046
78,-73.90770167,40.80891167,2021-07-24 15:55:00,"(-73.93934956743541, 40.694466005482695, -73.87599299786926, 40.92291972968939)",1.039184175
79,-73.90772667,40.808825,2021-07-24 15:55:00,"(-73.9393745673113, 40.69437916211694, -73.87601799789431, 40.92283323167701)",1.039184175
80,-73.90775667,40.808735,2021-07-24 15:55:00,"(-73.93940456716234, 40.69428895407732, -73.87604799792435, 40.92274343806285)",1.026201886
81,-73.907785,40.80864333,2021-07-24 15:55:00,"(-73.93943289702169, 40.694197087617866, -73.87607632795272, 40.92265196296062)",1.026201886
82,-73.90781833,40.80855,2021-07-24 15:55:00,"(-73.9394662268562, 40.694103526484085, -73.87610965798608, 40.92255886225702)",1.024038171
83,-73.90785667,40.80845667,2021-07-24 15:55:00,"(-73.93950456666583, 40.69400993060624, -73.87614799802446, 40.92246579602132)",1.024038171
84,-73.90789333,40.80836,2021-07-24 15:55:00,"(-73.9395412264838, 40.69391300637755, -73.87618465806116, 40.922369378229064)",1.024038171
85,-73.90792833,40.80826167,2021-07-24 15:55:00,"(-73.93957622631004, 40.69381443365947, -73.87621965809622, 40.92227128901767)",1.024038171
86,-73.90800833,40.80806667,2021-07-24 15:55:00,"(-73.93965622591283, 40.69361887887128, -73.87629965817632, 40.92207683939564)",1.019710741
87,-73.90802667,40.80797667,2021-07-24 15:55:00,"(-73.93967456582176, 40.693528751685285, -73.87631799819468, 40.92198696557057)",1.015383311
88,-73.90804667,40.807885,2021-07-24 15:55:00,"(-73.93969456572246, 40.69343694298704, -73.8763379982147, 40.92189543316624)",1.015383311
89,-73.90808667,40.80778833,2021-07-24 15:55:00,"(-73.93973456552385, 40.69333999558949, -73.87637799825475, 40.92179903835863)",1.006728452
90,-73.90813,40.80769167,2021-07-24 15:55:00,"(-73.93977789530871, 40.69324303509703, -73.87642132829812, 40.92170267646235)",1.006728452
91,-73.90817333,40.80759667,2021-07-24 15:55:00,"(-73.93982122509357, 40.69314773460292, -73.87646465834149, 40.92160797456769)",1.004564737
92,-73.90821333,40.8075,2021-07-24 15:55:00,"(-73.93986122489497, 40.69305078720093, -73.87650465838153, 40.921511579764456)",1.004564737
93,-73.908245,40.80741333,2021-07-24 15:55:00,"(-73.93989289473771, 40.69296389756692, -73.87653632841324, 40.92142512765249)",1.004564737
94,-73.90827,40.80732833,2021-07-24 15:55:00,"(-73.93991789461359, 40.69287872418926, -73.87656132843827, 40.92134029965187)",1.004564737
95,-73.90829833,40.80723833,2021-07-24 15:55:00,"(-73.93994622447292, 40.692788527717056, -73.87658965846663, 40.9212504945622)",1.000237307
96,-73.90836333,40.80704833,2021-07-24 15:56:00,"(-73.9400112241502, 40.69259807693101, -73.8766546585317, 40.9210609417647)",1.000237307
97,-73.90839667,40.806955,2021-07-24 15:56:00,"(-73.94004456398466, 40.69250451571101, -73.87668799856509, 40.92096784114659)",1.000357514
98,-73.90842833,40.80687167,2021-07-24 15:56:00,"(-73.94007622382746, 40.69242096614127, -73.87671965859678, 40.92088472897085)",1.000357514
99,-73.908455,40.80679667,2021-07-24 15:56:00,"(-73.94010289369504, 40.692345781177686, -73.87674632862347, 40.92080991246404)",1.004684943
100,-73.90848,40.80674,2021-07-24 15:56:00,"(-73.9401278935709, 40.69228893779544, -73.87677132864849, 40.92075341446796)",1.004684943
101,-73.90849667,40.80669667,2021-07-24 15:56:00,"(-73.94014456348815, 40.69224549218386, -73.87678799866518, 40.92071019916046)",1.004684943
102,-73.90853,40.80663333,2021-07-24 15:56:00,"(-73.94017789332266, 40.69218192102932, -73.87682132869855, 40.9206470884774)",1.006848658
103,-73.90859333,40.80654167,2021-07-24 15:56:00,"(-73.9402412230082, 40.692089821812196, -73.87688465876194, 40.92055586420289)",1.004684943
104,-73.90863333,40.80648333,2021-07-24 15:56:00,"(-73.9402812228096, 40.692031204395505, -73.87692465880197, 40.920497799414214)",1.004684943
105,-73.908675,40.80643,2021-07-24 15:56:00,"(-73.9403228926027, 40.691977585395165, -73.87696632884368, 40.92044475611707)",1.004684943
106,-73.90871333,40.80638833,2021-07-24 15:56:00,"(-73.94036122241238, 40.69193564955789, -73.87700465888204, 40.920403349840996)",1.004684943
107,-73.90875333,40.80634667,2021-07-24 15:56:00,"(-73.94040122221378, 40.691893712136995, -73.87704465892207, 40.92036196505647)",1.004684943
108,-73.9088,40.80631167,2021-07-24 15:56:00,"(-73.94044789198205, 40.69185838845438, -73.87709132896879, 40.92032728616587)",1.004684943
109,-73.90885167,40.80628333,2021-07-24 15:56:00,"(-73.94049956172549, 40.691829690091744, -73.8771429990205, 40.920299301679606)",1.004684943
110,-73.90889833,40.80626,2021-07-24 15:56:00,"(-73.94054622149382, 40.69180603647446, -73.8771896590672, 40.920276292724175)",1.004684943
111,-73.90893667,40.80624833,2021-07-24 15:56:00,"(-73.94058456130347, 40.691794100560344, -73.87722799910557, 40.92026488652432)",1.004684943
112,-73.90896333,40.80624333,2021-07-24 15:56:00,"(-73.94061122117108, 40.69178891565425, -73.87725465913226, 40.92026006996043)",1.004684943
113,-73.909165,40.80621667,2021-07-24 15:56:00,"(-73.94081289016975, 40.69176085690896, -73.87745632933408, 40.920234797585806)",1.015503518
114,-73.909225,40.806185,2021-07-24 15:56:00,"(-73.94087288987184, 40.69172877075333, -73.87751632939413, 40.920203540433)",1.015503518
115,-73.90930167,40.80615,2021-07-24 15:56:00,"(-73.94094955949116, 40.69169323897122, -73.87759299947083, 40.92016906798744)",1.015503518
116,-73.90947667,40.80609667,2021-07-24 15:56:00,"(-73.94112455862223, 40.69163869515421, -73.87776799964595, 40.92011694215451)",1.015503518
117,-73.90954667,40.80606833,2021-07-24 15:56:00,"(-73.94119455827466, 40.691609869619896, -73.87783799971598, 40.920089083828756)",1.013339803
118,-73.909595,40.80603667,2021-07-24 15:56:00,"(-73.94124288803468, 40.69157787439062, -73.87788632976434, 40.9200577563929)",1.013339803
119,-73.90964667,40.80601333,2021-07-24 15:56:00,"(-73.94129455777814, 40.691554175991996, -73.87793799981604, 40.920034771942184)",1.011176088
120,-73.9097,40.80599,2021-07-24 15:56:00,"(-73.94134788751333, 40.691530476076665, -73.87799132986939, 40.92001180891663)",1.011176088
121,-73.90976,40.80597167,2021-07-24 15:56:00,"(-73.94140788721542, 40.69151172989291, -73.87805132992943, 40.91999389179161)",1.004684943
122,-73.90987167,40.80591167,2021-07-24 15:56:00,"(-73.94151955666095, 40.69145095529719, -73.87816300004114, 40.919934660229075)",1.004684943
123,-73.90990833,40.80590333,2021-07-24 15:56:00,"(-73.94155621647892, 40.69144236100378, -73.87819966007781, 40.91992657250078)",1.004684943
124,-73.90994667,40.805895,2021-07-24 15:56:00,"(-73.94159455628855, 40.69143376505573, -73.87823800011617, 40.91991850633444)",1.002521229
125,-73.90998333,40.80588667,2021-07-24 15:57:00,"(-73.94163121610653, 40.691425180759914, -73.87827466015285, 40.91991042860852)",1.002521229
126,-73.910005,40.80574833,2021-07-24 15:57:00,"(-73.94165288599893, 40.6912866904432, -73.87829633017452, 40.919772237730164)",1.011296294
127,-73.90990833,40.80571167,2021-07-24 15:57:00,"(-73.94155621647892, 40.69125070100378, -73.87819966007781, 40.91973491250078)",1.011296294
128,-73.90979167,40.80562667,2021-07-24 15:57:00,"(-73.94143955705817, 40.69116651021598, -73.87808299996111, 40.91964910972205)",1.011296294
129,-73.90964,40.80555333,2021-07-24 15:57:00,"(-73.94128788781126, 40.691094222257256, -73.87793132980936, 40.919574726044765)",1.013460009
130,-73.90940833,40.80539,2021-07-24 15:57:00,"(-73.94105621896156, 40.69093249917029, -73.87769965957757, 40.91940980190691)",1.013460009
131,-73.90931,40.80531333,2021-07-24 15:57:00,"(-73.9409578894498, 40.690856511194134, -73.87760132947918, 40.91933245530519)",1.011296294
132,-73.90921167,40.80523667,2021-07-24 15:57:00,"(-73.94085955993802, 40.69078053320951, -73.87750299938078, 40.919255118711845)",1.011296294
133,-73.90911833,40.80516667,2021-07-24 15:57:00,"(-73.94076622040147, 40.69071118060649, -73.87740965928737, 40.91918447646165)",1.011296294
134,-73.90902667,40.80509833,2021-07-24 15:57:00,"(-73.94067456085658, 40.69064347634373, -73.87731799919564, 40.91911550577848)",1.011296294
135,-73.90895333,40.80503167,2021-07-24 15:58:00,"(-73.94060122122073, 40.690577325011446, -73.87724465912224, 40.919048341154614)",1.015623724
136,-73.90889167,40.80498833,2021-07-24 15:58:00,"(-73.94053956152689, 40.69053441266598, -73.87718299906054, 40.919004576899866)",1.015623724
137,-73.90883167,40.804955,2021-07-24 15:58:00,"(-73.9404795618248, 40.69050149880408, -73.87712299900049, 40.918970834069995)",1.015623724
138,-73.90870167,40.80489167,2021-07-24 15:58:00,"(-73.94034956247029, 40.69043907042583, -73.87699299887038, 40.91890660961596)",1.019951154
139,-73.90863833,40.80486167,2021-07-24 15:58:00,"(-73.94028622278478, 40.690409509718314, -73.87692965880697, 40.918876173815725)",1.019951154
140,-73.90858,40.80483667,2021-07-24 15:58:00,"(-73.9402278930744, 40.690384914260996, -73.87687132874859, 40.91885077248903)",1.019951154
141,-73.90852667,40.804815,2021-07-24 15:58:00,"(-73.94017456333918, 40.69036361412402, -73.87681799869522, 40.91882873556631)",1.019951154
142,-73.90847333,40.80479667,2021-07-24 15:58:00,"(-73.94012122360402, 40.69034565405388, -73.87676465864182, 40.918810038577256)",1.017787439
143,-73.90842333,40.80478,2021-07-24 15:58:00,"(-73.94007122385229, 40.690329330817534, -73.87671465859177, 40.91879302457024)",1.017787439
144,-73.90837333,40.80476667,2021-07-24 15:58:00,"(-73.94002122410055, 40.690316347578985, -73.87666465854171, 40.918779350565416)",1.017787439
145,-73.908315,40.80474,2021-07-24 15:58:00,"(-73.93996289439016, 40.690290082108135, -73.87660632848332, 40.9187522792521)",1.017787439
146,-73.90824,40.80463667,2021-07-24 15:58:00,"(-73.93988789476255, 40.69018727224238, -73.87653132840825, 40.918648433252685)",1.017787439
147,-73.90812,40.804555,2021-07-24 15:58:00,"(-73.93976789535836, 40.69010643444692, -73.8764113282881, 40.91856593766375)",1.013460009
148,-73.90805,40.80449833,2021-07-24 15:58:00,"(-73.93969789570593, 40.69005024989375, -73.87634132821803, 40.91850878607596)",1.013460009
149,-73.90797167,40.80446,2021-07-24 15:58:00,"(-73.93961956609483, 40.69001246310366, -73.8762629981396, 40.918469917184254)",1.013460009
150,-73.90789,40.80441167,2021-07-24 15:58:00,"(-73.93953789650034, 40.68996469947038, -73.87618132805784, 40.918421025319795)",1.011296294
151,-73.90774667,40.80431833,2021-07-24 15:58:00,"(-73.93939456721199, 40.689872353423944, -73.87603799791432, 40.91832669926749)",1.011296294
152,-73.90767833,40.804275,2021-07-24 15:58:00,"(-73.9393262275513, 40.689829497336454, -73.8759696578459, 40.91828289912224)",1.011296294
153,-73.907605,40.804235,2021-07-24 15:58:00,"(-73.93925289791541, 40.6897900058482, -73.87589632777248, 40.91824239465278)",1.011296294
154,-73.907515,40.80420833,2021-07-24 15:58:00,"(-73.93916289836227, 40.68976395995274, -73.87580632768235, 40.918215105509375)",1.011296294
155,-73.90745167,40.804175,2021-07-24 15:58:00,"(-73.93909956867671, 40.689731069110046, -73.87574299761894, 40.91818133984301)",1.013460009
156,-73.90736167,40.804135,2021-07-24 15:58:00,"(-73.93900956912356, 40.6896916932025, -73.8756529975288, 40.918140720711556)",1.013460009
157,-73.90721833,40.80409667,2021-07-24 15:58:00,"(-73.93886622983527, 40.68965435715907, -73.87550965738527, 40.91810140465599)",1.013460009
158,-73.90718,40.80413667,2021-07-24 15:58:00,"(-73.93882790002557, 40.689694622946156, -73.87547132734687, 40.918141140981675)",1.013460009
159,-73.907135,40.80417833,2021-07-24 15:58:00,"(-73.938782900249, 40.689736594982556, -73.8754263273018, 40.91818249142565)",1.013460009
160,-73.90709,40.80422333,2021-07-24 15:58:00,"(-73.93873790047242, 40.689781907017185, -73.87538132725672, 40.91822718187139)",1.00913258
161,-73.90704333,40.80427167,2021-07-24 15:58:00,"(-73.93869123070414, 40.6898305706299, -73.87533465720998, 40.91827520083107)",1.00913258
162,-73.906985,40.80432667,2021-07-24 15:58:00,"(-73.93863290099375, 40.6898859750911, -73.87527632715157, 40.9183297995849)",1.00913258
163,-73.90693,40.80438,2021-07-24 15:58:00,"(-73.93857790126684, 40.68993968645929, -73.87522132709648, 40.91838275124818)",1.00913258
164,-73.906875,40.80442667,2021-07-24 15:58:00,"(-73.93852290153991, 40.68998673782483, -73.8751663270414, 40.918429042914056)",1.006968865
165,-73.90682833,40.80446833,2021-07-24 15:59:00,"(-73.93847623177163, 40.69002872142875, -73.87511965699464, 40.91847038188242)",1.007089071
166,-73.90678333,40.8045,2021-07-24 15:59:00,"(-73.93843123199505, 40.690060703451294, -73.87507465694956, 40.918501742340105)",1.007089071
167,-73.90674167,40.80451333,2021-07-24 15:59:00,"(-73.9383895722019, 40.69007432231326, -73.87503299690783, 40.918514785774256)",1.007089071
168,-73.9067,40.80451,2021-07-24 15:59:00,"(-73.9383479024088, 40.690071281243036, -73.8749913268661, 40.918511169141134)",1.004925356
169,-73.90665667,40.80448833,2021-07-24 15:59:00,"(-73.93830457262393, 40.690049911681236, -73.8749479968227, 40.91848920109105)",1.004925356
170,-73.90660667,40.80445333,2021-07-24 15:59:00,"(-73.93825457287218, 40.69001525836533, -73.8748979967726, 40.91845385716267)",1.007089071
171,-73.90655667,40.80441167,2021-07-24 15:59:00,"(-73.93820457312043, 40.68997394504722, -73.87484799672251, 40.91841185323645)",1.007089071
172,-73.90649,40.80436667,2021-07-24 15:59:00,"(-73.93813790345145, 40.689929407309464, -73.87478132665574, 40.918366394648594)",1.007089071
173,-73.906415,40.80432333,2021-07-24 15:59:00,"(-73.93806290382382, 40.68988658732384, -73.8747063265806, 40.918322538767654)",1.007089071
174,-73.90633,40.804275,2021-07-24 15:59:00,"(-73.93797790424586, 40.68983884666749, -73.87462132649543, 40.918273624108465)",1.007089071
175,-73.90624167,40.80422333,2021-07-24 15:59:00,"(-73.9378895746844, 40.68978778909286, -73.87453299640694, 40.91822134655102)",1.007089071
176,-73.90606,40.80412,2021-07-24 15:59:00,"(-73.9377079055864, 40.689685718658346, -73.87435132622491, 40.91811676699724)",1.007089071
177,-73.90597,40.80407,2021-07-24 15:59:00,"(-73.93761790603324, 40.689636342641116, -73.87426132613473, 40.91806614797418)",1.007089071
178,-73.90573333,40.80394333,2021-07-24 15:59:00,"(-73.93738123720831, 40.68951131347394, -73.87402465589759, 40.917937850183336)",1.007089071
179,-73.90568167,40.803915,2021-07-24 15:59:00,"(-73.93732957746481, 40.68948334162614, -73.87397299584583, 40.917909164877855)",1.007089071
180,-73.90563,40.80389167,2021-07-24 15:59:00,"(-73.93727790772134, 40.689460369845335, -73.87392132579404, 40.91788547950589)",1.000597926
181,-73.90562667,40.803875,2021-07-24 15:59:00,"(-73.93727457773787, 40.689443722931564, -73.8739179957907, 40.91786878660315)",1.000597926
182,-73.905605,40.80382333,2021-07-24 15:59:00,"(-73.93725290784545, 40.68939220316517, -73.87389632576898, 40.917816967563645)",0.998434212
183,-73.90562833,40.803785,2021-07-24 15:59:00,"(-73.93727623772962, 40.68935371142311, -73.87391965579236, 40.91777879802012)",0.998434212
184,-73.90566833,40.80373833,2021-07-24 15:59:00,"(-73.93731623753104, 40.68930676411028, -73.87395965583245, 40.9177324031288)",0.998434212
185,-73.90572167,40.80368667,2021-07-24 15:59:00,"(-73.9373695772662, 40.68925473431144, -73.8740129958859, 40.917681109988365)",0.998434212
186,-73.90577667,40.80363333,2021-07-24 15:59:00,"(-73.93742457699312, 40.68920101300143, -73.874067995941, 40.91762814826757)",1.000597926
187,-73.90583167,40.80357833,2021-07-24 15:59:00,"(-73.93747957672005, 40.689145631688795, -73.87412299599613, 40.91757352654941)",1.000597926
188,-73.90588333,40.80352833,2021-07-24 15:59:00,"(-73.93753123646356, 40.689095273529816, -73.8741746560479, 40.917523881861605)",0.998434212
189,-73.90592667,40.80348333,2021-07-24 15:59:00,"(-73.93757457624838, 40.68904997305162, -73.87421799609133, 40.917479179951464)",0.998434212
190,-73.90596667,40.80344333,2021-07-24 15:59:00,"(-73.93761457604978, 40.689009695728345, -73.8742579961314, 40.917439455070465)",0.998434212
191,-73.906,40.80340833,2021-07-24 15:59:00,"(-73.9376479058843, 40.68897446464766, -73.87429132616481, 40.917404684314434)",0.998434212
